470,1,0,1,0,1,0,0
50,1,0,1,0,1,0,0
22,4,0,13,0,4,0,1
620,0,0,0,0,0,0,0
97,2,0,15,8,2,2,1
68,0,0,0,0,0,0,0
353,1,0,6,0,4,0,1
545,1,0,2,0,2,0,0
215,0,0,0,0,0,0,0
518,0,0,4,0,0,0,0
441,3,0,8,0,4,0,1
209,0,0,13,1,0,0,1
209,0,0,13,1,1,0,0
484,2,0,4,0,3,0,1
207,2,0,4,0,2,0,1
418,7,0,41,0,5,0,1
3,1,0,7,0,2,0,1
169,1,0,5,0,1,0,0
296,0,0,7,0,0,0,0
107,0,0,2,0,1,0,0
443,0,0,16,3,0,0,0
16,0,0,0,0,0,0,0
169,0,0,0,0,0,0,0
148,0,0,0,0,0,0,0
141,0,0,32,6,4,0,0
408,9,0,25,0,5,0,1
486,1,0,27,0,2,0,1
105,0,0,51,0,4,0,1
555,1,0,19,0,3,0,0
101,0,0,1,0,0,0,0
3,0,0,6,0,1,0,1
555,0,0,17,0,3,0,1
394,0,0,2,0,0,0,0
518,0,0,4,0,0,0,0
289,2,0,6,0,2,0,1
607,3,0,11,1,4,0,1
328,1,0,1,0,1,0,0
172,1,0,3,0,1,0,1
22,1,0,31,0,4,0,0
194,1,0,1,0,1,0,1
270,1,0,2,0,1,0,1
577,0,0,3,0,1,0,1
418,1,0,3,0,2,0,1
209,0,0,9,1,0,0,0
237,0,0,0,0,0,0,0
385,1,0,16,0,3,0,0
50,0,0,2,0,2,0,0
16,0,0,0,0,0,0,0
279,0,0,1,0,0,0,0
557,0,0,18,0,2,0,0
105,4,0,4,0,4,0,1
139,1,0,1,0,1,0,1
383,0,0,5,0,2,0,0
385,0,0,7,0,3,0,0
213,1,0,8,0,2,0,1
3,1,0,5,0,3,0,1
498,5,0,34,0,5,0,1
428,1,0,11,2,1,0,0
353,3,0,14,0,4,0,1
105,2,0,15,2,3,1,1
194,0,0,2,0,0,0,0
303,0,0,4,0,0,0,0
660,0,0,5,0,2,0,0
431,0,0,14,0,0,0,0
571,1,0,2,0,1,0,1
101,0,0,0,0,0,0,0
441,4,0,13,0,4,0,1
484,0,0,13,0,0,0,0
443,0,3,20,9,2,3,1
385,1,0,28,0,4,0,1
270,1,0,10,1,2,0,0
97,1,0,16,3,2,0,1
441,0,0,7,0,0,0,0
498,2,0,31,0,4,0,1
408,12,0,28,0,5,0,1
353,0,0,21,0,2,0,1
243,0,0,2,0,0,0,0
50,8,0,23,0,5,0,0
403,5,0,15,0,5,0,0
36,1,0,8,0,1,0,0
49,0,0,2,0,0,0,0
313,2,0,17,0,2,0,1
651,0,0,2,0,1,0,1
224,0,0,13,1,3,0,1
148,0,0,4,0,0,0,0
118,1,0,12,0,3,0,1
410,0,0,13,0,0,0,0
97,0,1,13,21,0,4,0
409,1,0,29,0,3,0,1
518,0,0,2,0,0,0,1
385,3,0,43,0,4,0,1
240,0,0,4,0,0,0,0
173,0,0,1,0,0,0,0
455,0,0,0,0,0,0,0
265,0,0,0,0,0,0,0
452,2,0,6,0,2,0,0
224,0,0,14,1,1,0,0
616,0,0,0,0,0,0,0
166,0,0,0,0,0,0,1
270,0,0,6,0,0,0,0
231,2,0,7,0,2,0,1
580,0,0,2,0,1,0,0
447,0,0,0,0,0,0,1
17,0,0,0,0,0,0,1
368,2,0,6,0,2,0,1
303,2,0,6,0,2,0,1
661,2,0,3,0,2,0,1
47,0,0,0,0,0,0,0
25,2,0,11,0,3,0,1
443,1,0,17,3,1,0,0
46,0,0,0,0,0,0,0
161,0,0,0,0,0,0,0
50,7,0,11,0,5,0,1
535,0,0,14,0,2,0,1
360,0,0,3,0,0,0,0
660,0,0,0,0,0,0,1
209,1,0,3,0,1,0,1
209,0,0,9,1,1,0,0
592,0,0,0,0,0,0,1
105,6,0,42,0,5,0,1
289,0,0,7,0,0,0,0
438,0,0,2,0,0,0,0
296,1,0,4,0,2,0,1
99,0,0,3,0,0,0,0
25,3,0,20,0,4,0,1
50,1,0,2,0,2,0,1
85,1,0,3,0,2,0,1
557,0,0,11,0,1,0,1
161,0,0,0,0,0,0,1
12,1,0,12,0,1,0,1
572,0,0,0,0,0,0,0
493,1,0,24,7,3,1,0
392,0,0,2,0,2,0,1
531,0,0,19,12,3,1,0
616,0,0,0,0,0,0,0
660,0,0,0,0,0,0,0
392,0,0,2,0,2,0,0
492,0,0,0,0,0,0,0
304,0,0,2,0,0,0,0
580,1,0,4,0,1,0,0
118,2,0,2,0,2,0,1
661,1,0,1,0,1,0,0
431,0,0,6,0,1,0,0
22,1,0,9,0,2,0,1
332,1,0,9,0,1,0,1
611,0,0,5,0,1,0,0
532,4,0,39,0,4,0,1
3,1,0,6,0,1,0,1
97,0,1,1,1,1,1,0
532,2,0,13,0,4,0,1
244,1,0,7,0,2,0,1
50,5,0,40,0,5,0,1
387,0,0,13,0,2,0,1
428,0,0,6,0,0,0,0
261,0,0,0,0,0,0,0
557,0,0,4,1,1,0,0
311,1,0,22,0,3,0,0
461,0,0,0,0,0,0,0
548,1,0,1,0,1,0,0
74,1,0,14,0,1,0,1
311,1,0,1,0,1,0,1
243,0,0,0,0,0,0,0
577,1,0,1,0,1,0,1
636,0,0,3,0,0,0,0
416,0,0,0,0,0,0,1
456,2,0,15,0,3,0,1
3,2,0,3,0,2,0,1
109,0,0,4,0,1,0,0
97,0,4,16,30,0,4,1
