23,3,2,0,0,18,5,28,84,27,32,22,19,86,33,13,46,4,16,7,22,19,78,4,0
5,1,2,1,3,29,7,24,80,36,45,29,24,83,36,13,49,7,23,9,25,22,103,4,0
14,4,2,0,0,21,4,19,83,31,37,24,23,96,32,13,45,3,12,6,12,20,89,4,1
28,3,1,0,0,17,6,35,78,40,51,25,18,72,33,12,45,8,13,3,17,24,104,4,1
1,5,1,0,0,28,9,32,87,39,45,17,11,65,39,15,54,8,22,11,26,19,98,4,0
6,4,2,0,0,31,4,13,87,34,39,22,19,86,25,13,38,6,17,14,10,22,91,4,0
26,3,1,0,0,19,9,47,77,43,56,31,26,84,30,6,36,4,27,7,15,19,121,4,0
22,1,1,2,1,14,6,43,82,44,54,25,15,60,38,11,49,6,26,9,13,13,109,4,0
14,1,1,2,4,25,10,40,82,41,50,35,22,63,32,12,44,8,28,8,12,11,114,4,0
8,3,1,0,0,15,7,47,88,50,57,32,22,69,32,7,39,3,27,16,10,19,129,4,1
7,1,2,1,1,25,5,20,83,34,41,22,17,77,34,9,43,3,11,3,12,25,90,4,0
5,5,1,0,0,23,10,43,80,41,51,27,23,85,36,13,49,1,25,4,12,21,115,4,1
7,2,2,0,0,26,9,35,80,36,45,13,7,54,30,10,40,7,22,10,17,17,88,4,1
19,1,2,1,2,26,5,19,96,42,44,10,9,90,39,9,48,4,28,6,13,21,98,4,1
5,4,2,0,0,16,3,19,81,35,43,29,20,69,35,11,46,6,24,4,18,28,93,4,1
29,1,1,2,2,22,13,59,82,43,52,20,15,75,28,11,39,9,24,8,12,27,114,4,0
25,2,1,0,0,38,17,45,89,45,51,23,18,78,29,6,35,2,27,12,12,22,125,4,1
7,2,2,0,0,22,11,50,88,37,42,20,13,65,29,8,37,3,22,13,11,18,98,4,0
9,2,1,0,0,25,8,32,82,42,51,25,22,88,37,15,52,5,26,8,18,15,114,4,1
7,1,1,2,4,23,7,30,96,42,44,21,18,86,35,8,43,4,21,10,12,27,109,4,1
5,4,1,0,0,36,11,31,92,43,47,18,17,94,38,13,51,5,19,7,10,26,114,4,0
25,1,2,1,4,34,8,24,98,42,43,12,6,50,32,13,45,9,25,9,7,14,98,4,0
