"Portland Trail Blazers are at place 2 in the standings with 30 wins, 8 losses and win percent of 78.95%. The team above them is Golden State Warriors at place 1 in the stadings with 29 wins, 5 losses and win percent of 85.29%. The team below them is Houston Rockets at place 3 in the standing with 26 wins, 11 losses and win percent of 70.27%. This is the 76 day of the season.",0
"Golden State Warriors are at place 1 in the standings with 36 wins, 6 losses and win percent of 85.71%. There is no team above them. The team below them is Memphis Grizzlies at place 2 in the standing with 31 wins, 12 losses and win percent of 72.09%. This is the 90 day of the season.",0
"Portland Trail Blazers are at place 9 in the standings with 34 wins, 38 losses and win percent of 47.22%. The team above them is Denver Nuggets at place 8 in the stadings with 35 wins, 37 losses and win percent of 48.61%. The team below them is Dallas Mavericks at place 10 in the standing with 31 wins, 41 losses and win percent of 43.06%. This is the 152 day of the season.",0
"Cleveland Cavaliers are at place 1 in the standings with 56 wins, 23 losses and win percent of 70.89%. There is no team above them. The team below them is Toronto Raptors at place 2 in the standing with 52 wins, 25 losses and win percent of 67.53%. This is the 163 day of the season.",1
"Chicago Bulls are at place 8 in the standings with 31 wins, 30 losses and win percent of 50.82%. The team above them is Indiana Pacers at place 7 in the stadings with 33 wins, 30 losses and win percent of 52.38%. The team below them is Detroit Pistons at place 9 in the standing with 31 wins, 31 losses and win percent of 50.0%. This is the 131 day of the season.",0
"Boston Celtics are at place 3 in the standings with 36 wins, 25 losses and win percent of 59.02%. The team above them is Toronto Raptors at place 2 in the stadings with 39 wins, 19 losses and win percent of 67.24%. The team below them is Miami Heat at place 4 in the standing with 33 wins, 26 losses and win percent of 55.93%. This is the 126 day of the season.",0
"Philadelphia 76ers are at place 15 in the standings with 10 wins, 72 losses and win percent of 12.2%. The team above them is Brooklyn Nets at place 14 in the stadings with 21 wins, 61 losses and win percent of 25.61%. There is no team below them. This is the 170 day of the season.",0
"Philadelphia 76ers are at place 15 in the standings with 9 wins, 56 losses and win percent of 13.85%. The team above them is Brooklyn Nets at place 14 in the stadings with 18 wins, 47 losses and win percent of 27.69%. There is no team below them. This is the 137 day of the season.",0
"New York Knicks are at place 13 in the standings with 24 wins, 35 losses and win percent of 40.68%. The team above them is Milwaukee Bucks at place 12 in the stadings with 24 wins, 33 losses and win percent of 42.11%. The team below them is Brooklyn Nets at place 14 in the standing with 15 wins, 42 losses and win percent of 26.32%. This is the 121 day of the season.",1
"Detroit Pistons are at place 7 in the standings with 20 wins, 16 losses and win percent of 55.56%. The team above them is Indiana Pacers at place 6 in the stadings with 20 wins, 15 losses and win percent of 57.14%. The team below them is Boston Celtics at place 8 in the standing with 19 wins, 16 losses and win percent of 54.29%. This is the 72 day of the season.",1
"Sacramento Kings are at place 12 in the standings with 12 wins, 15 losses and win percent of 44.44%. The team above them is Denver Nuggets at place 11 in the stadings with 12 wins, 15 losses and win percent of 44.44%. The team below them is Los Angeles Lakers at place 13 in the standing with 8 wins, 19 losses and win percent of 29.63%. This is the 55 day of the season.",0
