23.0,5.0,40.0,28.0,58.82,142.0,4.0,41.0,28.0,59.42,-1.0,6.0,34.0,34.0,50.0,-6.0,1
10.0,14.0,11.0,24.0,31.43,70.0,13.0,12.0,23.0,34.29,-1.0,15.0,5.0,28.0,15.15,-6.0,0
8.0,6.0,34.0,33.0,50.75,141.0,5.0,39.0,28.0,58.21,-5.0,7.0,30.0,36.0,45.45,-4.0,0
27.0,5.0,45.0,25.0,64.29,144.0,4.0,44.0,23.0,65.67,1.0,6.0,43.0,25.0,63.24,-2.0,1
29.0,2.0,49.0,21.0,70.0,145.0,1.0,56.0,13.0,81.16,-7.0,3.0,46.0,23.0,66.67,-3.0,1
27.0,6.0,44.0,25.0,63.77,142.0,5.0,44.0,25.0,63.77,0.0,7.0,42.0,25.0,62.69,-2.0,1
2.0,4.0,42.0,29.0,59.15,148.0,3.0,43.0,29.0,59.72,-1.0,5.0,40.0,31.0,56.34,-2.0,1
8.0,8.0,1.0,1.0,50.0,4.0,7.0,1.0,1.0,50.0,0.0,9.0,1.0,1.0,50.0,0.0,0
14.0,10.0,18.0,30.0,37.5,96.0,9.0,18.0,28.0,39.13,0.0,11.0,16.0,29.0,35.56,-2.0,0
14.0,13.0,2.0,6.0,25.0,16.0,12.0,3.0,6.0,33.33,-1.0,14.0,2.0,7.0,22.22,0.0,0
19.0,13.0,2.0,6.0,25.0,15.0,12.0,2.0,4.0,33.33,0.0,14.0,1.0,5.0,16.67,-1.0,0
4.0,7.0,28.0,34.0,45.16,131.0,6.0,33.0,29.0,53.23,-5.0,8.0,28.0,34.0,45.16,0.0,1
11.0,10.0,3.0,5.0,37.5,15.0,9.0,3.0,3.0,50.0,0.0,11.0,2.0,5.0,28.57,-1.0,0
22.0,7.0,21.0,14.0,60.0,68.0,6.0,23.0,11.0,67.65,-2.0,8.0,19.0,16.0,54.29,-2.0,0
29.0,3.0,50.0,24.0,67.57,153.0,2.0,50.0,23.0,68.49,0.0,4.0,49.0,25.0,66.22,-1.0,1
1.0,1.0,58.0,13.0,81.69,148.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,21.0,70.42,-8.0,1
5.0,5.0,29.0,20.0,59.18,96.0,4.0,30.0,19.0,61.22,-1.0,6.0,25.0,22.0,53.19,-4.0,1
7.0,9.0,13.0,21.0,38.24,63.0,8.0,14.0,18.0,43.75,-1.0,10.0,10.0,18.0,35.71,-3.0,0
8.0,6.0,40.0,40.0,50.0,167.0,5.0,46.0,34.0,57.5,-6.0,7.0,38.0,42.0,47.5,-2.0,1
1.0,1.0,66.0,15.0,81.48,168.0,0.0,0.0,0.0,0.0,0.0,2.0,55.0,26.0,67.9,-11.0,1
8.0,6.0,23.0,22.0,51.11,92.0,5.0,26.0,20.0,56.52,-3.0,7.0,20.0,25.0,44.44,-3.0,1
28.0,8.0,20.0,16.0,55.56,69.0,7.0,21.0,14.0,60.0,-1.0,9.0,17.0,16.0,51.52,-3.0,0
