5.0,2.0,42.0,25.0,62.69,136.0,1.0,50.0,14.0,78.12,-8.0,3.0,40.0,26.0,60.61,-2.0,0
4.0,12.0,1.0,3.0,25.0,8.0,11.0,1.0,3.0,25.0,0.0,13.0,0.0,3.0,0.0,-1.0,0
21.0,10.0,9.0,10.0,47.37,41.0,9.0,10.0,10.0,50.0,-1.0,11.0,9.0,11.0,45.0,0.0,0
8.0,6.0,32.0,29.0,52.46,128.0,5.0,34.0,27.0,55.74,-2.0,7.0,27.0,33.0,45.0,-5.0,0
14.0,12.0,30.0,47.0,38.96,159.0,11.0,33.0,43.0,43.42,-3.0,13.0,24.0,53.0,31.17,-6.0,0
28.0,8.0,22.0,16.0,57.89,72.0,7.0,21.0,15.0,58.33,1.0,9.0,17.0,18.0,48.57,-5.0,0
30.0,14.0,7.0,19.0,26.92,51.0,13.0,8.0,17.0,32.0,-1.0,15.0,5.0,19.0,20.83,-2.0,0
16.0,9.0,18.0,27.0,40.0,93.0,8.0,19.0,27.0,41.3,-1.0,10.0,16.0,28.0,36.36,-2.0,0
3.0,7.0,23.0,30.0,43.4,116.0,6.0,31.0,23.0,57.41,-8.0,8.0,22.0,30.0,42.31,-1.0,0
11.0,7.0,28.0,34.0,45.16,133.0,6.0,33.0,30.0,52.38,-5.0,8.0,28.0,34.0,45.16,0.0,0
29.0,1.0,15.0,2.0,88.24,34.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,2.0,87.5,-1.0,0
26.0,5.0,35.0,19.0,64.81,105.0,4.0,35.0,17.0,67.31,0.0,6.0,34.0,19.0,64.15,-1.0,0
10.0,13.0,8.0,18.0,30.77,53.0,12.0,11.0,15.0,42.31,-3.0,14.0,8.0,19.0,29.63,0.0,0
17.0,1.0,45.0,12.0,78.95,121.0,0.0,0.0,0.0,0.0,0.0,2.0,37.0,20.0,64.91,-8.0,0
13.0,9.0,10.0,16.0,38.46,57.0,8.0,12.0,15.0,44.44,-2.0,10.0,11.0,20.0,35.48,1.0,0
24.0,15.0,14.0,59.0,19.18,151.0,14.0,18.0,55.0,24.66,-4.0,0.0,0.0,0.0,0.0,0.0,0
27.0,6.0,26.0,13.0,66.67,79.0,5.0,27.0,13.0,67.5,-1.0,7.0,24.0,16.0,60.0,-2.0,0
7.0,13.0,25.0,57.0,30.49,170.0,12.0,32.0,50.0,39.02,-7.0,14.0,18.0,64.0,21.95,-7.0,0
27.0,5.0,45.0,25.0,64.29,144.0,4.0,44.0,23.0,65.67,1.0,6.0,43.0,25.0,63.24,-2.0,1
30.0,11.0,38.0,44.0,46.34,170.0,10.0,39.0,43.0,47.56,-1.0,12.0,30.0,52.0,36.59,-8.0,0
4.0,8.0,5.0,7.0,41.67,23.0,7.0,5.0,5.0,50.0,0.0,9.0,4.0,6.0,40.0,-1.0,0
27.0,4.0,46.0,25.0,64.79,146.0,3.0,46.0,23.0,66.67,0.0,5.0,44.0,24.0,64.71,-2.0,0
21.0,10.0,20.0,21.0,48.78,84.0,9.0,20.0,20.0,50.0,0.0,11.0,18.0,23.0,43.9,-2.0,0
22.0,7.0,37.0,23.0,61.67,128.0,6.0,40.0,22.0,64.52,-3.0,8.0,34.0,27.0,55.74,-3.0,0
24.0,7.0,1.0,1.0,50.0,3.0,6.0,1.0,0.0,100.0,0.0,8.0,1.0,1.0,50.0,0.0,0
21.0,9.0,29.0,27.0,51.79,119.0,8.0,31.0,25.0,55.36,-2.0,10.0,29.0,28.0,50.88,0.0,0
27.0,5.0,17.0,7.0,70.83,49.0,4.0,19.0,6.0,76.0,-2.0,6.0,17.0,8.0,68.0,0.0,0
2.0,1.0,7.0,1.0,87.5,15.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,75.0,-1.0,0
12.0,13.0,0.0,1.0,0.0,2.0,12.0,0.0,1.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0
30.0,15.0,0.0,2.0,0.0,3.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
13.0,8.0,32.0,40.0,44.44,151.0,7.0,33.0,39.0,45.83,-1.0,9.0,31.0,40.0,43.66,-1.0,0
8.0,5.0,10.0,8.0,55.56,33.0,4.0,9.0,6.0,60.0,1.0,6.0,8.0,7.0,53.33,-2.0,0
30.0,13.0,5.0,12.0,29.41,33.0,12.0,5.0,12.0,29.41,0.0,14.0,4.0,10.0,28.57,-1.0,0
7.0,13.0,22.0,53.0,29.33,156.0,12.0,29.0,46.0,38.67,-7.0,14.0,18.0,58.0,23.68,-4.0,0
29.0,2.0,37.0,13.0,74.0,102.0,1.0,39.0,9.0,81.25,-2.0,3.0,35.0,15.0,70.0,-2.0,0
14.0,12.0,28.0,45.0,38.36,153.0,11.0,31.0,41.0,43.06,-3.0,13.0,22.0,52.0,29.73,-6.0,0
13.0,10.0,25.0,35.0,41.67,130.0,9.0,27.0,34.0,44.26,-2.0,11.0,25.0,35.0,41.67,0.0,0
25.0,3.0,46.0,22.0,67.65,143.0,2.0,47.0,21.0,69.12,-1.0,4.0,44.0,22.0,66.67,-2.0,0
15.0,4.0,29.0,17.0,63.04,90.0,3.0,29.0,15.0,65.91,0.0,5.0,25.0,20.0,55.56,-4.0,0
17.0,1.0,55.0,18.0,75.34,152.0,0.0,0.0,0.0,0.0,0.0,2.0,47.0,27.0,63.51,-8.0,1
16.0,7.0,16.0,16.0,50.0,67.0,6.0,17.0,17.0,50.0,-1.0,8.0,14.0,19.0,42.42,-2.0,0
10.0,14.0,13.0,34.0,27.66,94.0,13.0,16.0,30.0,34.78,-3.0,15.0,8.0,37.0,17.78,-5.0,0
29.0,2.0,33.0,12.0,73.33,92.0,1.0,36.0,7.0,83.72,-3.0,3.0,32.0,13.0,71.11,-1.0,0
6.0,14.0,13.0,47.0,21.67,126.0,13.0,19.0,42.0,31.15,-6.0,15.0,12.0,46.0,20.69,-1.0,0
28.0,8.0,21.0,16.0,56.76,71.0,7.0,21.0,15.0,58.33,0.0,9.0,17.0,17.0,50.0,-4.0,0
15.0,3.0,34.0,21.0,61.82,116.0,2.0,37.0,17.0,68.52,-3.0,4.0,34.0,22.0,60.71,0.0,0
13.0,7.0,2.0,3.0,40.0,11.0,6.0,3.0,3.0,50.0,-1.0,8.0,2.0,3.0,40.0,0.0,0
3.0,8.0,21.0,27.0,43.75,99.0,7.0,21.0,27.0,43.75,0.0,9.0,19.0,28.0,40.43,-2.0,0
27.0,6.0,20.0,11.0,64.52,61.0,5.0,21.0,10.0,67.74,-1.0,7.0,18.0,13.0,58.06,-2.0,0
4.0,10.0,33.0,43.0,43.42,158.0,9.0,34.0,42.0,44.74,-1.0,11.0,32.0,43.0,42.67,-1.0,0
22.0,5.0,55.0,27.0,67.07,170.0,4.0,55.0,27.0,67.07,0.0,6.0,51.0,31.0,62.2,-4.0,0
18.0,4.0,38.0,19.0,66.67,123.0,3.0,40.0,18.0,68.97,-2.0,5.0,39.0,21.0,65.0,1.0,0
10.0,15.0,0.0,5.0,0.0,8.0,14.0,1.0,4.0,20.0,-1.0,0.0,0.0,0.0,0.0,0.0,0
25.0,4.0,43.0,21.0,67.19,135.0,3.0,42.0,20.0,67.74,1.0,5.0,42.0,23.0,64.62,-1.0,0
18.0,2.0,30.0,9.0,76.92,79.0,1.0,31.0,5.0,86.11,-1.0,3.0,27.0,11.0,71.05,-3.0,0
7.0,13.0,13.0,27.0,32.5,75.0,12.0,12.0,23.0,34.29,1.0,14.0,7.0,29.0,19.44,-6.0,0
24.0,15.0,5.0,32.0,13.51,70.0,14.0,5.0,28.0,15.15,0.0,0.0,0.0,0.0,0.0,0.0,0
27.0,6.0,43.0,25.0,63.24,141.0,5.0,43.0,25.0,63.24,0.0,7.0,41.0,25.0,62.12,-2.0,0
18.0,3.0,44.0,21.0,67.69,140.0,2.0,47.0,20.0,70.15,-3.0,4.0,44.0,22.0,66.67,0.0,0
6.0,14.0,10.0,37.0,21.28,95.0,13.0,15.0,34.0,30.61,-5.0,15.0,9.0,38.0,19.15,-1.0,0
15.0,5.0,13.0,8.0,61.9,44.0,4.0,13.0,7.0,65.0,0.0,6.0,11.0,12.0,47.83,-2.0,0
2.0,3.0,37.0,22.0,62.71,124.0,2.0,37.0,22.0,62.71,0.0,4.0,37.0,23.0,61.67,0.0,0
